titles,links
New directions in host modulation for the management of periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/19207887/
Periodontics 1985--reflections and projections.,https://pubmed.ncbi.nlm.nih.gov/3859887/
Candida biotypes in human adult periodontitis.,https://pubmed.ncbi.nlm.nih.gov/1945504/
[Use of bonding in periodontics].,https://pubmed.ncbi.nlm.nih.gov/6358021/
[Quality judgement of curets of various manufacturers with respect to their durability].,https://pubmed.ncbi.nlm.nih.gov/2101969/
Host neuro- immuno-endocrine responses in periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/24588827/
Ricardo Teles: His Life and Contributions to Periodontology.,https://pubmed.ncbi.nlm.nih.gov/31136723/
Periodontal status of a subject sample of Yemen.,https://pubmed.ncbi.nlm.nih.gov/8783048/
Re: Temperature differences at periodontal sites in health and disease.,https://pubmed.ncbi.nlm.nih.gov/8463948/
Peri-implant disease in subjects with and without preventive maintenance: a 5-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/22111654/
The changing periodontal paradigm.,https://pubmed.ncbi.nlm.nih.gov/10597164/
Configuration of periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/4225533/
The disto-lingual groove in the maxillary lateral incisor; a periodontal hazard.,https://pubmed.ncbi.nlm.nih.gov/4504186/
Serum levels of inflammatory markers in type 2 diabetes patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/24676580/
Guided tissue regeneration/deproteinized bovine bone mineral or papilla preservation flaps alone for treatment of intrabony defects. II: radiographic predictors and outcomes.,https://pubmed.ncbi.nlm.nih.gov/16634957/
Impact of non-surgical periodontal therapy on saliva and serum levels of markers of oxidative stress.,https://pubmed.ncbi.nlm.nih.gov/27807715/
The impact of oral health literacy on periodontal health status.,https://pubmed.ncbi.nlm.nih.gov/23121152/
[Electronic and computer assisted periodontal probing. Description of an accurate method].,https://pubmed.ncbi.nlm.nih.gov/3073134/
Diode Laser as an Adjunct to Kirkland Flap Surgery-A Randomized Split-Mouth Clinical and Microbiological Study.,https://pubmed.ncbi.nlm.nih.gov/31050933/
Association between signs of trauma from occlusion and periodontitis.,https://pubmed.ncbi.nlm.nih.gov/3484785/
Resistin: a potential biomarker for periodontitis influenced diabetes mellitus and diabetes induced periodontitis.,https://pubmed.ncbi.nlm.nih.gov/24692844/
Periodontal repair of periapical lesions: the borderland between pulpal and periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/3475293/
[Histopathologic study on the experimental pocket formation in rats through plaque accumulation].,https://pubmed.ncbi.nlm.nih.gov/3465827/
Sampling strategy for intraoral detection of periodontal pathogens before and following periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/16881801/
Immunomodulatory and superantigen activities of bacteria associated with adult periodontitis.,https://pubmed.ncbi.nlm.nih.gov/8884649/
[Teaching of parodontology and prevention of parodontopathies in Denmark].,https://pubmed.ncbi.nlm.nih.gov/4640616/
What does the future hold for periodontal tissue engineering?,https://pubmed.ncbi.nlm.nih.gov/11922219/
Subgingival irrigation in the maintenance phase of periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/2134839/
Effect of ultrasonic instrumentation on human gingival connective tissue.,https://pubmed.ncbi.nlm.nih.gov/5230985/
Herpesviral-bacterial synergy in the pathogenesis of human periodontitis.,https://pubmed.ncbi.nlm.nih.gov/17471038/
Combined endodontic-periodontic procedures.,https://pubmed.ncbi.nlm.nih.gov/801031/
The incisal edge splint as a method of temporary stabilization of periodontally involved incisors.,https://pubmed.ncbi.nlm.nih.gov/6950827/
A few thoughts on probing.,https://pubmed.ncbi.nlm.nih.gov/6952017/
Periodontal disease. Proper care can save your teeth and your health.,https://pubmed.ncbi.nlm.nih.gov/16540993/
Association of fibronectin with hypogalactosylated immunoglobulin G in gingival crevicular fluid in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/20450403/
Antibodies against lipopolysaccharide from Bacteroides gingivalis before and after periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/3470904/
Trauma and progression of marginal periodontitis in squirrel monkeys. II. Co-destructive factors of periodontitis and mechanically-produced injury.,https://pubmed.ncbi.nlm.nih.gov/4277746/
Correlation of MCP-4 and high-sensitivity C-reactive protein as a marker of inflammation in obesity and chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/23375121/
Platelet-activating factor levels of serum and gingival crevicular fluid in nonsmoking patients with periodontitis and/or coronary heart disease.,https://pubmed.ncbi.nlm.nih.gov/19826843/
[The dental rake: a new type of anchorage for periodontally involved teeth].,https://pubmed.ncbi.nlm.nih.gov/6576930/
"Increased expression of interleukin (IL)-35 and IL-17, but not IL-27, in gingival tissues with chronic periodontitis.",https://pubmed.ncbi.nlm.nih.gov/25272982/
Autogenous bone grafts: case report.,https://pubmed.ncbi.nlm.nih.gov/5234057/
Endodontic-periodontal interrelationships.,https://pubmed.ncbi.nlm.nih.gov/10634099/
Advances in patents related to intrapocket technology for the management of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/25760639/
[Pregnancy and periodontal disease--is there a relation?].,https://pubmed.ncbi.nlm.nih.gov/18661799/
Impact of Smoking Cessation on Periodontitis: A Systematic Review and Meta-analysis of Prospective Longitudinal Observational and Interventional Studies.,https://pubmed.ncbi.nlm.nih.gov/30011036/
[Dissertations 25 years after date 37. Susceptibility to periodontal diseases].,https://pubmed.ncbi.nlm.nih.gov/24555252/
Periodontal inflammation in renal transplant recipients receiving everolimus or tacrolimus - preliminary results.,https://pubmed.ncbi.nlm.nih.gov/23448098/
"Towards microbiome transplant as a therapy for periodontitis: an exploratory study of periodontitis microbial signature contrasted by oral health, caries and edentulism.",https://pubmed.ncbi.nlm.nih.gov/26468081/
"Effect of glycemic control on self-perceived oral health, periodontal parameters, and alveolar bone loss among patients with prediabetes.",https://pubmed.ncbi.nlm.nih.gov/23659422/
[Periodontal intra-alveolar bone pockets--frequency and distribution].,https://pubmed.ncbi.nlm.nih.gov/3867909/
"Association of self-perceived periodontal status with oral hygiene, probing depth and alveolar bone level among young adults.",https://pubmed.ncbi.nlm.nih.gov/21417164/
Smoking cessation and response to periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/28921548/
"Interleukin-24, RANTES and CCR5 gene polymorphisms are not associated with chronic adult periodontitis.",https://pubmed.ncbi.nlm.nih.gov/17305874/
[Communication between a periodontal pocket and periapical lesion].,https://pubmed.ncbi.nlm.nih.gov/295951/
Effects of academic stress on oral hygiene--a potential link between stress and plaque-associated disease?,https://pubmed.ncbi.nlm.nih.gov/11350510/
Heritability of periodontal bone loss in mice.,https://pubmed.ncbi.nlm.nih.gov/25581386/
Generalized juvenile periodontitis: report of a familial case followed for 5 years.,https://pubmed.ncbi.nlm.nih.gov/2213470/
Periodontitis and angular alveolar lesions: a critical distinction.,https://pubmed.ncbi.nlm.nih.gov/2185449/
Effects of ketorolac tromethamine mouthrinse (0.1%) on crevicular fluid prostaglandin E2 concentrations in untreated chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/9706855/
The effect of removable partial dentures on periodontal health of abutment and non-abutment teeth.,https://pubmed.ncbi.nlm.nih.gov/11895277/
[Teaching of periodontal surgery].,https://pubmed.ncbi.nlm.nih.gov/275077/
Enhanced Oxidative Damage and Nrf2 Downregulation Contribute to the Aggravation of Periodontitis by Diabetes Mellitus.,https://pubmed.ncbi.nlm.nih.gov/30622677/
The diagnosis of periodontal disease: a review.,https://pubmed.ncbi.nlm.nih.gov/3078323/
[Periodontal surgery to improve dental hygiene and reduce pocket depth. Part 1: Overview].,https://pubmed.ncbi.nlm.nih.gov/2634892/
Periodontics 1950-1980.,https://pubmed.ncbi.nlm.nih.gov/6987571/
Periodontal status of a group of Canadian adults.,https://pubmed.ncbi.nlm.nih.gov/3530401/
Accommodation of the periodontium to occlusal trauma and inflammatory periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/805722/
[Risk considerations of periodontal tissues reconstructions in the strategies of orthodontic treatment].,https://pubmed.ncbi.nlm.nih.gov/32268629/
Periodontitis and tooth loss: comparing diabetics with the general population.,https://pubmed.ncbi.nlm.nih.gov/8277062/
Association between susceptible genotypes to periodontitis and clinical outcomes of periodontal regenerative therapy: A systematic review.,https://pubmed.ncbi.nlm.nih.gov/26946210/
The use of crevicular fluid prostaglandin E2 levels as a predictor of periodontal attachment loss.,https://pubmed.ncbi.nlm.nih.gov/2937899/
Herpesviruses and periodontal disease: a cautionary tale.,https://pubmed.ncbi.nlm.nih.gov/19505379/
The relationship of bone loss observed on panoramic radiographs with clinical periodontal screening.,https://pubmed.ncbi.nlm.nih.gov/9083898/
"A comparison of periodontal status in the two regional, population-based studies of SHIP and INVEST.",https://pubmed.ncbi.nlm.nih.gov/23061920/
The neutrophil: progression of disease: an update and critical review.,https://pubmed.ncbi.nlm.nih.gov/6572249/
"The capability of Actinobacillus actinomycetemcomitans, Bacteroides gingivalis and Bacteroides intermedius to indicate progressive periodontitis; a retrospective study.",https://pubmed.ncbi.nlm.nih.gov/3469226/
Acute lateral periodontal abscess.,https://pubmed.ncbi.nlm.nih.gov/6595010/
RESOURCES TO IMPROVE THE EFFECTIVENESS OF PERIODONTAL TREATMENT IN PATIENTS WITH DIABETES MELLITUS.,https://pubmed.ncbi.nlm.nih.gov/33843638/
[A microbiological study of periodontal pockets in marginal periodontitis. Cases of young adults].,https://pubmed.ncbi.nlm.nih.gov/6588661/
A consideration of root proximity.,https://pubmed.ncbi.nlm.nih.gov/3482209/
"A modified papilla preservation technique, 22 years later.",https://pubmed.ncbi.nlm.nih.gov/19417875/
The effect of intraligamentary injections on diseased periodontiums in dogs.,https://pubmed.ncbi.nlm.nih.gov/1855636/
[Root surface caries in patients with periodontal disease. Relation between individual oral hygiene methods and periodontal inflammation].,https://pubmed.ncbi.nlm.nih.gov/3868586/
Moderate- to long-term periodontal outcomes of subjects failing to complete a course of periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/27391220/
Mathematical coupling can undermine the statistical assessment of clinical research: illustration from the treatment of guided tissue regeneration.,https://pubmed.ncbi.nlm.nih.gov/14749085/
Guided tissue regeneration in the treatment of degree II furcations in maxillary molars.,https://pubmed.ncbi.nlm.nih.gov/8682922/
[A glance at the American training mode of the clinical postgraduate students of periodontology through postdoctoral program in periodontics of University of Washington School of Dentistry].,https://pubmed.ncbi.nlm.nih.gov/29972969/
Periodontal diseases in Africa.,https://pubmed.ncbi.nlm.nih.gov/12102704/
Longitudinal study on clinical and microbial analysis of periodontal status in pregnancy.,https://pubmed.ncbi.nlm.nih.gov/27556678/
Progressive periodontal therapeutics for the general practice.,https://pubmed.ncbi.nlm.nih.gov/18092445/
Methanogenic activity in human periodontal pocket.,https://pubmed.ncbi.nlm.nih.gov/12432465/
An analysis of the CPITN periodontal treatment needs in France.,https://pubmed.ncbi.nlm.nih.gov/3480773/
Periodontal therapy by local delivery of tetracycline.,https://pubmed.ncbi.nlm.nih.gov/379050/
The 'anterior-splint-grid' system. Stabilization of periodontally involved teeth.,https://pubmed.ncbi.nlm.nih.gov/3466119/
[Antibacterial therapy in the combined treatment of periodontitis].,https://pubmed.ncbi.nlm.nih.gov/8658568/
Taking a bite out of gum disease.,https://pubmed.ncbi.nlm.nih.gov/12532915/
"Matrix metalloproteinases-1, -3 and -8 and myeloperoxidase in saliva of patients with human immunodeficiency virus infection.",https://pubmed.ncbi.nlm.nih.gov/9171509/
Discussion: periodontics and periodontal prosthesis.,https://pubmed.ncbi.nlm.nih.gov/24765636/
Myeloperoxidase as a measure of polymorphonuclear leukocyte response in inflammatory status around immediately and delayed loaded dental implants: a randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/18335584/
The subgingival microbial community of feline periodontitis and gingivostomatitis: characterization and comparison between diseased and healthy cats.,https://pubmed.ncbi.nlm.nih.gov/31451747/
Description of a system designed to assist primary dental care clinicians in decision-making with regard to specialist periodontal referrals and report of two clinical audits using the system.,https://pubmed.ncbi.nlm.nih.gov/16212824/
"The IL18 Promoter Polymorphism, rs1946518, Is Associated with the Risk of Periodontitis in Japanese Women: The Kyushu Okinawa Maternal and Child Health Study.",https://pubmed.ncbi.nlm.nih.gov/29129846/
Periodontal healing following reconstructive surgery: effect of guided tissue regeneration using a bioresorbable barrier device when combined with autogenous bone grafting. A randomized-controlled trial 10-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/20447260/
